Trip_ID,Person_ID,Year,Total_Stops,Trip_Count,Start_Time,Arrival_Time,Trip_Time,Travel_Time,Wait_Time,Duration,Total_Distance,Original_Place_1,Original_Place_2,Original_Purpose_1,Original_Purpose_2,Destination_1,Destination_2,Dest_Purpose_1,Dest_Purpose_2,Starting_LGA,Ending_LGA,Trip_Purpose,Link_Mode,Dist_1,Dist_2,Dist_3,Dist_4,Dist_5,Dist_6,Dist_7,Mode_1,Mode_2,Mode_3,Mode_4,Mode_5,Mode_6,Mode_7,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7
Y12H0030324P01T03,Y12H0030324P01,2012,3,3,800,850,50,38,12,55.0,7.86,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Employer's Business,Yarra (C),Melbourne (C),Work Related,Train,0.28,6.84,0.74,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,3,25.0,10.0,0.0,0.0,0.0,0.0
Y12H0030327P02T05,Y12H0030327P02,2012,3,5,1150,1171,21,21,0,179.0,6.41,Accommodation,Survey Home,At Home,At home,Social Place,Hall,Social,Social (NEC),Yarra (C),Melbourne (C),Social,Train,0.28,5.37,0.76,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,11.0,5.0,0.0,0.0,0.0,0.0
Y12H0030327P02T06,Y12H0030327P02,2012,3,6,1350,1380,30,21,9,0.0,10.35,Social Place,Hall,Social,Social (NEC),Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Yarra (C),Change Mode,Train,0.76,9.31,0.28,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,11.0,5.0,0.0,0.0,0.0,0.0
Y12H0030332P02T01,Y12H0030332P02,2012,3,1,475,520,45,38,7,520.0,5.86,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Yarra (C),Melbourne (C),Work Related,Train,0.16,5.0,0.7,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,3,25.0,10.0,0.0,0.0,0.0,0.0
Y12H0030404P01T01,Y12H0030404P01,2012,4,1,500,582,82,66,16,581.0,46.05,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Wyndham (C),Banyule (C),Work Related,Train,1.21,29.51,14.86,0.48,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,12,31.0,19.0,4.0,0.0,0.0,0.0
Y12H0030404P01T02,Y12H0030404P01,2012,4,2,1163,1251,88,72,16,0.0,43.87,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Banyule (C),Wyndham (C),Change Mode,Train,0.48,10.91,31.27,1.21,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,5,16.0,39.0,12.0,0.0,0.0,0.0
Y12H0030404P02T01,Y12H0030404P02,2012,5,1,510,585,75,63,12,495.0,32.02,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Wyndham (C),Melbourne (C),Work Related,Train,1.21,28.27,0.5,1.69,0.35,0.0,0.0,Walking,Train,Walking,Tram,Walking,0,0,12,31.0,3.0,5.0,12.0,0.0,0.0
Y12H0030404P02T02,Y12H0030404P02,2012,5,2,1080,1152,72,59,13,0.0,32.02,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Wyndham (C),Change Mode,Train,0.35,1.69,0.5,28.27,1.21,0.0,0.0,Walking,Tram,Walking,Train,Walking,0,0,1,5.0,9.0,32.0,12.0,0.0,0.0
Y12H0030404P03T01,Y12H0030404P03,2012,5,1,620,705,85,77,8,135.0,32.1,Accommodation,Survey Home,At Home,At home,Shops,Shopping Centre,Buy Something,Bought something,Wyndham (C),Melbourne (C),Buy Something,Train,1.21,28.27,0.5,1.37,0.75,0.0,0.0,Walking,Train,Walking,Tram,Walking,0,0,12,45.0,5.0,5.0,10.0,0.0,0.0
Y12H0030404P03T02,Y12H0030404P03,2012,5,2,840,927,87,77,10,0.0,32.1,Shops,Shopping Centre,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Wyndham (C),Change Mode,Train,0.75,1.37,0.5,28.27,1.21,0.0,0.0,Walking,Tram,Walking,Train,Walking,0,0,10,5.0,5.0,45.0,12.0,0.0,0.0
Y12H0030418P02T01,Y12H0030418P02,2012,3,1,480,515,35,26,9,545.0,5.68,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Wyndham (C),Wyndham (C),Work Related,Train,1.48,4.03,0.17,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,15,8.0,3.0,0.0,0.0,0.0,0.0
Y12H0030421P01T01,Y12H0030421P01,2012,7,1,495,660,165,96,69,240.0,14.36,Other,Unknown Place,Unknown Purpose,Unknown Purpose,Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,Maribyrnong (C),Melbourne (C),Personal Business,Train,0.09,5.92,0.38,5.95,0.36,1.53,0.13,Walking,Public Bus,Walking,Train,Walking,Tram,Walking,15,39.0,2.0,15.0,5.0,7.0,13.0
Y12H0030421P01T02,Y12H0030421P01,2012,7,2,900,1000,100,69,31,85.0,20.97,Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,Accommodation,Someone Else's Home,Social,Visited someone,Melbourne (C),Maribyrnong (C),Social,Train,0.13,2.28,0.05,15.25,0.45,2.73,0.08,Walking,Tram,Walking,Train,Walking,Public Bus,Walking,5,10.0,5.0,29.0,5.0,10.0,5.0
Y12H0030426P01T01,Y12H0030426P01,2012,3,1,540,600,60,40,20,450.0,32.46,Accommodation,Survey Home,At Home,At home,Workplace,Another Workplace,Work Related,Employer's Business,Wyndham (C),Greater Geelong (C),Work Related,Train,3.39,25.81,3.26,0.0,0.0,0.0,0.0,Bicycle,Train,Bicycle,0,0,0,0,10,15.0,15.0,0.0,0.0,0.0,0.0
Y12H0030426P01T02,Y12H0030426P01,2012,3,2,1050,1095,45,45,0,0.0,32.46,Workplace,Another Workplace,Work Related,Employer's Business,Accommodation,Survey Home,At or Go Home,Go home,Greater Geelong (C),Wyndham (C),Change Mode,Train,3.26,25.81,3.39,0.0,0.0,0.0,0.0,Bicycle,Train,Bicycle,0,0,0,0,15,15.0,15.0,0.0,0.0,0.0,0.0
Y12H0040117P01T01,Y12H0040117P01,2012,3,1,445,500,55,55,0,235.0,28.53,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Maroondah (C),Melbourne (C),Work Related,Train,0.7,27.26,0.57,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,40.0,10.0,0.0,0.0,0.0,0.0
Y12H0040117P01T05,Y12H0040117P01,2012,3,5,1140,1195,55,54,1,0.0,28.17,Social Place,Pub or Bar,Social,Visited someone,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Maroondah (C),Change Mode,Train,0.21,27.26,0.7,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,44.0,5.0,0.0,0.0,0.0,0.0
Y12H0040119P02T02,Y12H0040119P02,2012,4,2,870,1005,135,122,13,435.0,51.41,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Whittlesea (C),Maroondah (C),Change Mode,Train,1.34,21.23,28.49,0.35,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,20,40.0,47.0,15.0,0.0,0.0,0.0
Y12H0040119P03T01,Y12H0040119P03,2012,5,1,870,940,70,60,10,511.0,6.77,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Maroondah (C),Maroondah (C),Work Related,Train,0.35,5.28,0.59,0.54,0.01,0.0,0.0,Walking,Train,Walking,Walking,Walking,0,0,5,10.0,3.0,37.0,5.0,0.0,0.0
Y12H0040125P02T01,Y12H0040125P02,2012,4,1,465,525,60,56,4,5.0,22.65,Accommodation,Survey Home,At Home,At home,Social Place,Restaurant or Cafe,Social,Ate or drank,Whitehorse (C),Melbourne (C),Social,Train,1.6,17.32,2.56,1.16,0.0,0.0,0.0,Vehicle Passenger,Train,Train,Walking,0,0,0,10,28.0,8.0,10.0,0.0,0.0,0.0
Y12H0040125P03T01,Y12H0040125P03,2012,4,1,465,520,55,51,4,390.0,21.67,Accommodation,Survey Home,At Home,At home,Place of Education,Tertiary,Education,At Uni/Tech,Whitehorse (C),Melbourne (C),Education,Train,1.6,17.32,2.56,0.18,0.0,0.0,0.0,Vehicle Passenger,Train,Train,Walking,0,0,0,10,28.0,8.0,5.0,0.0,0.0,0.0
Y12H0040125P03T02,Y12H0040125P03,2012,3,2,910,960,50,46,4,15.0,25.63,Place of Education,Tertiary,Education,At Uni/Tech,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Whitehorse (C),Change Mode,Train,0.18,23.85,1.6,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Passenger,0,0,0,0,4,35.0,7.0,0.0,0.0,0.0,0.0
Y12H0040132P01T01,Y12H0040132P01,2012,5,1,510,600,90,78,12,105.0,22.47,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Whitehorse (C),Melbourne (C),Work Related,Train,1.44,19.62,0.45,0.88,0.08,0.0,0.0,Walking,Train,Walking,Tram,Walking,0,0,15,43.0,10.0,5.0,5.0,0.0,0.0
Y12H0040132P01T02,Y12H0040132P01,2012,3,2,705,773,68,59,9,0.0,22.5,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Whitehorse (C),Change Mode,Train,0.31,20.75,1.44,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,39.0,15.0,0.0,0.0,0.0,0.0
Y12H0040209P03T02,Y12H0040209P03,2012,3,2,862,890,28,23,5,80.0,3.77,Place of Education,Tertiary,Education,At Uni/Tech,Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,Melbourne (C),Melbourne (C),Personal Business,Train,0.17,3.29,0.31,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,9,6.0,8.0,0.0,0.0,0.0,0.0
Y12H0040209P03T03,Y12H0040209P03,2012,3,3,970,1007,37,37,0,223.0,3.8,Place of Personal Business,Health Service,Personal Business,Medical/Dental purposes,Place of Education,Tertiary,Education,At Uni/Tech,Melbourne (C),Melbourne (C),Education,Train,0.31,3.29,0.2,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,9,11.0,17.0,0.0,0.0,0.0,0.0
Y12H0040224P02T01,Y12H0040224P02,2012,3,1,370,422,52,39,13,658.0,20.12,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Casey (C),Monash (C),Work Related,Train,2.34,16.94,0.84,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,7,25.0,7.0,0.0,0.0,0.0,0.0
Y12H0040224P02T02,Y12H0040224P02,2012,3,2,1080,1120,40,40,0,0.0,20.12,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Monash (C),Casey (C),Change Mode,Train,0.84,16.94,2.34,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,5,25.0,10.0,0.0,0.0,0.0,0.0
Y12H0040227P04T01,Y12H0040227P04,2012,5,1,690,770,80,47,33,268.0,13.55,Accommodation,Survey Home,At Home,At home,Recreational Place,Recreational NEC,Recreational,Other recreational (eg. exercise),Casey (C),Greater Dandenong (C),Recreational,Train,0.39,2.17,0.25,10.08,0.66,0.0,0.0,Walking,Public Bus,Walking,Train,Walking,0,0,7,8.0,2.0,20.0,10.0,0.0,0.0
Y12H0040303P03T01,Y12H0040303P03,2012,4,1,395,448,53,49,4,512.0,20.95,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Darebin (C),Melbourne (C),Work Related,Train,0.37,13.71,6.49,0.38,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,15,27.0,4.0,3.0,0.0,0.0,0.0
Y12H0040303P03T02,Y12H0040303P03,2012,4,2,960,1040,80,58,22,0.0,20.72,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Darebin (C),Change Mode,Train,0.44,3.49,16.42,0.37,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,6,12.0,30.0,10.0,0.0,0.0,0.0
Y12H0040310P02T04,Y12H0040310P02,2012,3,4,522,565,43,43,0,485.0,13.56,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Darebin (C),Melbourne (C),Work Related,Train,0.45,12.04,1.07,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,6,27.0,10.0,0.0,0.0,0.0,0.0
Y12H0040310P02T05,Y12H0040310P02,2012,2,5,1050,1095,45,45,0,0.0,11.48,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Darebin (C),Change Mode,Train,0.59,10.89,0.0,0.0,0.0,0.0,0.0,Walking,Train,0,0,0,0,0,10,35.0,0.0,0.0,0.0,0.0,0.0
Y12H0040316P01T01,Y12H0040316P01,2012,7,1,330,422,92,72,20,328.0,16.37,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Darebin (C),Boroondara (C),Work Related,Train,0.46,9.52,0.16,3.34,0.17,2.67,0.05,Walking,Train,Walking,Public Bus,Walking,Tram,Walking,15,27.0,7.0,4.0,3.0,14.0,2.0
Y12H0040316P01T02,Y12H0040316P01,2012,5,2,750,840,90,72,18,0.0,17.72,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Boroondara (C),Darebin (C),Change Mode,Train,0.05,6.35,0.08,10.78,0.46,0.0,0.0,Walking,Tram,Walking,Train,Walking,0,0,2,24.0,1.0,30.0,15.0,0.0,0.0
Y12H0040318P01T01,Y12H0040318P01,2012,5,1,720,815,95,66,29,55.0,13.32,Accommodation,Survey Home,At Home,At home,Shops,Shopping Centre,Buy Something,Bought something,Darebin (C),Hume (C),Buy Something,Train,0.46,2.59,0.08,9.16,1.03,0.0,0.0,Walking,Train,Walking,Public Bus,Walking,0,0,5,5.0,1.0,49.0,6.0,0.0,0.0
Y12H0040318P01T02,Y12H0040318P01,2012,5,2,870,925,55,45,10,0.0,13.57,Shops,Shopping Centre,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Hume (C),Darebin (C),Change Mode,Train,1.03,9.2,0.29,2.59,0.46,0.0,0.0,Walking,Public Bus,Walking,Train,Walking,0,0,5,25.0,1.0,4.0,10.0,0.0,0.0
Y12H0040331P01T01,Y12H0040331P01,2012,5,1,540,625,85,74,11,215.0,15.44,Accommodation,Survey Home,At Home,At home,Social Place,Community Centre,Social,Social (NEC),Darebin (C),Melbourne (C),Social,Train,1.28,6.25,0.25,6.86,0.8,0.0,0.0,Walking,Public Bus,Walking,Train,Walking,0,0,13,29.0,4.0,18.0,10.0,0.0,0.0
Y12H0040331P01T02,Y12H0040331P01,2012,6,2,840,935,95,59,36,0.0,20.85,Social Place,Community Centre,Social,Social (NEC),Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Darebin (C),Change Mode,Train,0.8,3.25,10.63,0.11,5.35,0.7,0.0,Walking,Train,Train,Walking,Public Bus,Walking,0,7,6.0,22.0,1.0,13.0,10.0,0.0
Y12H0040331P02T01,Y12H0040331P02,2012,5,1,540,625,85,74,11,215.0,15.44,Accommodation,Survey Home,At Home,At home,Social Place,Community Centre,Social,Social (NEC),Darebin (C),Melbourne (C),Social,Train,1.28,6.25,0.25,6.86,0.8,0.0,0.0,Walking,Public Bus,Walking,Train,Walking,0,0,13,29.0,4.0,18.0,10.0,0.0,0.0
Y12H0040331P02T02,Y12H0040331P02,2012,6,2,840,935,95,58,37,0.0,20.85,Social Place,Community Centre,Social,Social (NEC),Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Darebin (C),Change Mode,Train,0.8,3.25,10.63,0.11,5.35,0.7,0.0,Walking,Train,Train,Walking,Public Bus,Walking,0,7,6.0,22.0,1.0,12.0,10.0,0.0
Y12H0040332P03T01,Y12H0040332P03,2012,5,1,630,690,60,53,7,300.0,16.8,Accommodation,Survey Home,At Home,At home,Place of Education,Tertiary,Education,At Uni/Tech,Darebin (C),Melbourne (C),Education,Train,0.42,2.77,0.17,13.24,0.2,0.0,0.0,Walking,Public Bus,Walking,Train,Walking,0,0,4,8.0,3.0,35.0,3.0,0.0,0.0
Y12H0040332P03T02,Y12H0040332P03,2012,5,2,990,1050,60,45,15,0.0,16.8,Place of Education,Tertiary,Education,At Uni/Tech,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Darebin (C),Change Mode,Train,0.2,13.24,0.17,2.77,0.42,0.0,0.0,Walking,Train,Walking,Public Bus,Walking,0,0,3,27.0,3.0,7.0,5.0,0.0,0.0
Y12H0040332P04T01,Y12H0040332P04,2012,5,1,470,540,70,35,35,375.0,9.18,Accommodation,Survey Home,At Home,At home,Place of Education,Secondary School,Education,At school,Darebin (C),Darebin (C),Education,Train,0.06,2.75,0.16,5.57,0.64,0.0,0.0,Walking,Public Bus,Walking,Train,Walking,0,0,1,10.0,6.0,10.0,8.0,0.0,0.0
Y12H0040332P04T02,Y12H0040332P04,2012,5,2,915,1036,121,37,84,0.0,9.56,Place of Education,Secondary School,Education,At school,Accommodation,Survey Home,At or Go Home,Go home,Darebin (C),Darebin (C),Change Mode,Train,0.64,5.57,0.55,2.74,0.06,0.0,0.0,Walking,Train,Walking,Public Bus,Walking,0,0,8,10.0,6.0,12.0,1.0,0.0,0.0
Y12H0040503P02T01,Y12H0040503P02,2012,5,1,688,745,57,42,15,275.0,11.27,Accommodation,Survey Home,At Home,At home,Place of Education,Education NEC,Education,At Uni/Tech,Moonee Valley (C),Melbourne (C),Education,Train,0.13,2.63,0.12,7.22,1.17,0.0,0.0,Walking,Public Bus,Walking,Train,Walking,0,0,2,10.0,1.0,14.0,15.0,0.0,0.0
Y12H0040503P02T02,Y12H0040503P02,2012,5,2,1020,1082,62,51,11,0.0,11.56,Place of Education,Education NEC,Education,At Uni/Tech,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Moonee Valley (C),Change Mode,Train,1.17,7.22,0.29,2.75,0.13,0.0,0.0,Walking,Train,Walking,Public Bus,Walking,0,0,15,15.0,1.0,5.0,15.0,0.0,0.0
Y12H0040517P02T01,Y12H0040517P02,2012,5,1,470,525,55,52,3,540.0,11.82,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Moonee Valley (C),Melbourne (C),Work Related,Train,2.81,0.27,0.13,8.12,0.49,0.0,0.0,Walking,Public Bus,Walking,Train,Walking,0,0,10,9.0,1.0,28.0,4.0,0.0,0.0
Y12H0040517P02T03,Y12H0040517P02,2012,5,3,1078,1125,47,47,0,0.0,13.29,Other,Other NEC,Other Purpose,Other (NEC),Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Moonee Valley (C),Change Mode,Train,0.2,9.88,0.13,0.27,2.81,0.0,0.0,Walking,Train,Walking,Public Bus,Walking,0,0,7,10.0,1.0,9.0,20.0,0.0,0.0
Y12H0040522P02T01,Y12H0040522P02,2012,5,1,780,845,65,46,19,205.0,13.72,Accommodation,Survey Home,At Home,At home,Place of Education,Tertiary,Education,At Uni/Tech,Moonee Valley (C),Melbourne (C),Education,Train,1.04,4.11,0.03,8.34,0.2,0.0,0.0,Walking,Public Bus,Walking,Train,Walking,0,0,15,10.0,1.0,15.0,5.0,0.0,0.0
Y12H0040522P02T02,Y12H0040522P02,2012,5,2,1050,1125,75,46,29,0.0,13.81,Place of Education,Tertiary,Education,At Uni/Tech,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Moonee Valley (C),Change Mode,Train,0.2,8.34,0.06,4.17,1.04,0.0,0.0,Walking,Train,Walking,Public Bus,Walking,0,0,5,20.0,1.0,5.0,15.0,0.0,0.0
Y12H0040523P01T01,Y12H0040523P01,2012,3,1,330,365,35,32,3,640.0,13.43,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Moonee Valley (C),Melbourne (C),Work Related,Train,4.4,8.34,0.69,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,10,14.0,8.0,0.0,0.0,0.0,0.0
Y12H0040523P01T02,Y12H0040523P01,2012,5,2,1005,1064,59,46,13,0.0,14.84,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Moonee Valley (C),Change Mode,Train,0.69,8.34,0.33,4.44,1.04,0.0,0.0,Walking,Train,Walking,Public Bus,Walking,0,0,10,15.0,1.0,10.0,10.0,0.0,0.0
Y12H0040523P03T01,Y12H0040523P03,2012,3,1,370,420,50,45,5,515.0,13.96,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Moonee Valley (C),Melbourne (C),Work Related,Train,4.4,9.24,0.32,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,20,20.0,5.0,0.0,0.0,0.0,0.0
Y12H0040523P03T02,Y12H0040523P03,2012,3,2,935,975,40,35,5,0.0,15.72,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Moonee Valley (C),Change Mode,Train,0.32,11.0,4.4,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,5,20.0,10.0,0.0,0.0,0.0,0.0
Y12H0040542P01T01,Y12H0040542P01,2012,3,1,770,840,70,69,1,280.0,18.94,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Moonee Valley (C),Melbourne (C),Work Related,Train,4.68,13.77,0.49,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,35,24.0,10.0,0.0,0.0,0.0,0.0
Y12H0040542P01T02,Y12H0040542P01,2012,3,2,1120,1190,70,50,20,0.0,17.2,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Moonee Valley (C),Change Mode,Train,1.52,11.0,4.68,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,20,15.0,15.0,0.0,0.0,0.0,0.0
Y12H0050103P01T01,Y12H0050103P01,2012,3,1,465,540,75,60,15,195.0,23.77,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Banyule (C),Melbourne (C),Work Related,Train,0.85,22.56,0.36,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,15,40.0,5.0,0.0,0.0,0.0,0.0
Y12H0050103P01T04,Y12H0050103P01,2012,3,4,890,985,95,80,15,5.0,24.24,Workplace,Another Workplace,Work Related,Employer's Business,Shops,Chemist,Buy Something,Bought something,Melbourne (C),Banyule (C),Buy Something,Train,1.31,22.56,0.37,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,40,35.0,5.0,0.0,0.0,0.0,0.0
Y12H0050104P01T01,Y12H0050104P01,2012,3,1,460,508,48,43,5,217.0,38.45,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Banyule (C),Whittlesea (C),Work Related,Train,0.92,35.71,1.82,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,30.0,8.0,0.0,0.0,0.0,0.0
Y12H0050114P01T02,Y12H0050114P01,2012,3,2,466,520,54,44,10,500.0,25.3,Place of Education,Kinder or Preschool,Pick-up or Drop-off Someone,Someone picked-up or delivered,Workplace,My Workplace,Work Related,Own Workplace,Banyule (C),Melbourne (C),Work Related,Train,1.5,23.17,0.63,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,4,35.0,5.0,0.0,0.0,0.0,0.0
Y12H0050114P01T03,Y12H0050114P01,2012,3,3,1020,1076,56,56,0,4.0,26.4,Workplace,My Workplace,Work Related,Own Workplace,Place of Education,Childcare,Pick-up or Drop-off Someone,Someone picked-up or delivered,Melbourne (C),Banyule (C),Pick-up or Drop-off Someone,Train,0.63,23.17,2.6,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,5,40.0,11.0,0.0,0.0,0.0,0.0
Y12H0050114P02T02,Y12H0050114P02,2012,3,2,466,530,64,60,4,340.0,23.45,Place of Education,Childcare,Pick-up or Drop-off Someone,Someone picked-up or delivered,Workplace,My Workplace,Work Related,Own Workplace,Banyule (C),Melbourne (C),Work Related,Train,1.5,21.33,0.62,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,4,51.0,5.0,0.0,0.0,0.0,0.0
Y12H0050114P02T03,Y12H0050114P02,2012,3,3,870,934,64,61,3,0.0,22.78,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Banyule (C),Change Mode,Train,0.62,21.33,0.83,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,46.0,10.0,0.0,0.0,0.0,0.0
Y12H0050117P01T02,Y12H0050117P01,2012,3,2,440,515,75,70,5,475.0,21.62,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Workplace,My Workplace,Work Related,Own Workplace,Banyule (C),Melbourne (C),Work Related,Train,2.21,18.69,0.72,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,5,55.0,10.0,0.0,0.0,0.0,0.0
Y12H0050117P01T03,Y12H0050117P01,2012,3,3,990,1050,60,52,8,5.0,25.49,Workplace,My Workplace,Work Related,Own Workplace,Place of Education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Melbourne (C),Banyule (C),Pick-up or Drop-off Someone,Train,0.65,22.63,2.21,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,10,34.0,8.0,0.0,0.0,0.0,0.0
Y12H0050117P02T02,Y12H0050117P02,2012,5,2,440,520,80,68,12,470.0,33.84,Place of Education,Kinder or Preschool,Pick-up or Drop-off Someone,Someone picked-up or delivered,Workplace,Another Workplace,Work Related,Employer's Business,Banyule (C),Port Phillip (C),Work Related,Train,1.37,26.23,0.24,5.53,0.47,0.0,0.0,Vehicle Driver,Train,Walking,Tram,Walking,0,0,5,40.0,5.0,13.0,5.0,0.0,0.0
Y12H0050117P02T03,Y12H0050117P02,2012,5,3,990,1080,90,78,12,10.0,33.84,Workplace,Another Workplace,Work Related,Employer's Business,Place of Education,Childcare,Pick-up or Drop-off Someone,Someone picked-up or delivered,Port Phillip (C),Banyule (C),Pick-up or Drop-off Someone,Train,0.47,5.53,0.24,26.23,1.37,0.0,0.0,Walking,Tram,Walking,Train,Vehicle Driver,0,0,5,15.0,5.0,44.0,9.0,0.0,0.0
Y12H0050126P02T01,Y12H0050126P02,2012,3,1,440,490,50,45,5,575.0,17.06,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Whitehorse (C),Melbourne (C),Work Related,Train,1.0,14.67,1.39,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,15.0,20.0,0.0,0.0,0.0,0.0
Y12H0050126P02T02,Y12H0050126P02,2012,7,2,1065,1143,78,29,49,0.0,19.04,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Whitehorse (C),Change Mode,Train,0.04,1.39,0.27,14.67,0.19,1.66,0.82,Walking,Tram,Walking,Train,Walking,Public Bus,Walking,1,3.0,2.0,8.0,2.0,10.0,3.0
